# _root_ Obrnil se je , mrmrajoč sam pri sebi , in se zadel ob Winstona .
#goldHeads=10,1,1,5,1,5,5,7,5,0,12,10,12,13,0,
#predictedHeads=0,1,12,1,1,1,1,1,10,1,1,10,1,1,0,
(9,6),(9,12),0.0588564 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.057708 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0607192 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0574713 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0304317 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0518886 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.049666 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0510512 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.05169 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0538898 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.049666 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0508833 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0487495 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0501347 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0494674 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0513132 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0494725 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0168199 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0168199 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0168199 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0168199 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0220396 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0169263 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0165144 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0169263 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0169263 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0165144 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0176461 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0262709 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0165144 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0165144 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0180544 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0329053 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0362777 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.041663 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.032335 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.032335 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0370528 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0325438 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.041663 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0533235 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0676017 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0603469 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0606509 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0535602 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0357097 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0354963 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0301262 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0301262 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0328248 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0301262 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0354963 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0487495 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0557628 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0539191 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0527911 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0497092 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.041663 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.032335 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.032335 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0378345 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0325438 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.041663 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0533235 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0680136 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.062735 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0626972 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0535602 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0360806 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0360806 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0409758 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0342852 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0392938 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0621052 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0801844 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0697891 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0664399 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0638059 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0308008 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0328248 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0301262 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0354963 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0487495 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0557628 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0530342 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0528084 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0489862 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0328248 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0301262 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0354963 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0487495 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0557628 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0530342 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0528084 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0489862 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0355234 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0483147 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0527974 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0598108 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0629173 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0578322 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0530342 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0354963 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0487495 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0557628 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0535153 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0524296 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0497092 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0621052 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0801844 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0697891 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0664399 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0638059 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0169263 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0165144 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0169263 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0171631 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0167512 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0178829 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0269811 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0165144 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0167512 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0176801 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0308492 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0325644 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0323343 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0302789 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0302789 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.032298 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0304877 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0323343 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0309944 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0526153 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.051725 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0527582 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0487495 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0346049 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0301262 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0301262 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0301262 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0301262 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0301262 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0301262 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0301262 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0498711 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0494725 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0494725 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0323343 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0302789 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0302789 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0330797 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0304877 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0323343 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0309944 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0530272 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.054113 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0548046 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0487495 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0322831 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0322831 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.031781 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0304877 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0301262 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0301262 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0545913 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0500988 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0495664 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0501519 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0308008 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0301262 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0301262 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0301262 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0301262 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0489862 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0494897 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0487495 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0301262 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0301262 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0301262 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0301262 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0489862 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0494897 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0487495 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0301262 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0328248 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0301262 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0507734 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0504656 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0487495 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0301262 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0301262 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0494674 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.049111 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0494725 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0301262 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0545913 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0500988 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0495664 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0501519 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0496177 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0487495 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0487495 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0487495 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0165144 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0176461 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0262709 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0165144 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0165144 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0174434 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0378361 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0535004 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.037396 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0353407 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0353407 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0436654 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0368735 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.037396 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0365119 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0378361 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.074475 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0748796 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0645442 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0540305 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0320443 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0320443 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0320443 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0363308 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0333684 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0320443 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0325001 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0339695 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.059673 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0573665 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0548958 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0398528 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0377974 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0377974 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0476855 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0393303 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0398528 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0389686 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0402929 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0858271 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0851869 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0711202 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0330061 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0330061 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0367905 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0328962 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0308492 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0313049 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0334973 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0580003 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0568878 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0550025 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0308008 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0344127 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0314503 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0301262 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0305819 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0320514 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.055341 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0550584 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0511244 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0344127 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0314503 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0301262 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0305819 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0320514 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.055341 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0550584 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0511244 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0349436 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0363182 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0340753 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0355447 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.05881 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0592793 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0528061 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0313643 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0318201 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0332895 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0583433 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0564829 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0543736 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0313049 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0334973 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0580003 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0568878 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0550025 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0341291 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0552226 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0544366 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0512428 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.059673 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0573665 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0548958 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0178521 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0181684 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0216664 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0308492 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0325644 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0323343 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0302789 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0302789 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.032298 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0304877 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0323343 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0309944 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0308492 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0319969 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0527582 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0487495 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0346049 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0301262 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0301262 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0301262 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0301262 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0301262 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0301262 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0301262 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0301262 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0323655 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0494725 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0494725 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0323343 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0302789 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0302789 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0330797 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0304877 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0323343 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0309944 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0308492 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0329845 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0548046 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0487495 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0322831 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0322831 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.031781 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0304877 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0301262 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0301262 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0304877 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0301262 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0495664 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0501519 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0308008 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0301262 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0301262 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0301262 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0301262 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0301262 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0301262 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0494897 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0487495 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0301262 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0301262 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0301262 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0301262 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0301262 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0301262 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0494897 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0487495 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0301262 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0328248 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0301262 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0301262 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0322637 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0504656 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0487495 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0301262 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0301262 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0301262 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0314029 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.049111 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0494725 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0301262 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0304877 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0301262 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0495664 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0501519 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.030363 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0313317 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0487495 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0487495 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0323655 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0494725 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0494725 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0527582 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0487495 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0174434 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0330181 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0354563 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0330572 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0330581 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0330581 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.033021 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0319336 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0330572 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0317173 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0330181 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0338044 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.033021 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0494725 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0382198 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0308492 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0329053 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0329053 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0308492 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0312107 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0308492 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0308492 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0315721 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0345345 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0308492 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0504394 # DEPENDENCYPART_SIBL
