# _root_ Igra s puščicami , ki so jih metali na drugem koncu sobe , je za celih trideset sekund prenehala .
#goldHeads=19,1,2,5,3,8,8,5,8,11,9,11,5,19,19,18,15,17,0,0,
#predictedHeads=5,5,5,5,0,8,5,5,5,5,5,5,5,19,5,5,5,5,5,0,
(15,5),(15,14),0.0311344 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0487495 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0487495 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0487495 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0491836 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0487495 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0304877 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0319969 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0343171 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0304877 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0320147 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0320147 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0323343 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0325644 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0505395 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0506009 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0528371 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0527337 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0487495 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0314029 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0301262 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0301262 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0303701 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0303701 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0301262 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0326797 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0487495 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0487495 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.049111 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0487495 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0494725 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0338614 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0304877 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0314406 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0314406 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0323343 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0325644 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0503078 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0496752 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0527582 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0526153 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0487495 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0301262 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.030363 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.030363 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0314755 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0359646 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0489022 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0487495 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0520289 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0487495 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0487495 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0303701 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0303701 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0301262 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0326797 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0487495 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0487495 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.049111 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0487495 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0494725 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0302789 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0304317 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0361416 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0496424 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0496752 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0515131 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0487495 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0494725 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0304317 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0361416 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0496424 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0496752 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0515131 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0487495 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0494725 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0301262 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.049055 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0487495 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0495664 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0545913 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0501519 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0510137 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0496752 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0548046 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0530272 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0487495 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0165144 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0165144 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0169824 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0165144 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0165144 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0165144 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0165144 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0165144 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0174434 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0262709 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0307347 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0302789 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0304317 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0301262 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0347516 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0309704 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0336731 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0307347 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0309704 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0302789 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0302789 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0304317 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0361416 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0307347 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0496752 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0515131 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0494725 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0302446 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0314755 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0301262 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0323821 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0301262 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0322637 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0323642 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0301262 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0302446 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0302446 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0314755 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0335011 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0315825 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0487495 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0504656 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0487495 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0304317 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0301262 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0347516 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0309704 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0336731 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0307347 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0309704 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0302789 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0302789 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0304317 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0361416 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0307347 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0496752 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0515131 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0494725 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0301262 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0301262 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0304877 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.0301262 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.031781 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0304877 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0310987 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0310987 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0301262 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0301262 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.031781 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0487495 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0495664 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0545913 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0501519 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0314718 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0302446 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.031016 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0305819 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0302446 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0305819 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0305819 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.030284 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0311344 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0305819 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0487495 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0487495 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0491836 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0487495 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0304877 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0319969 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0343171 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0304877 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0320147 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0320147 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0323343 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0325644 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0327538 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0506009 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0528371 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0527337 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0487495 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0314029 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0301262 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0301262 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0303701 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0303701 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0301262 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0326797 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0301262 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0487495 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.049111 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0494725 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0338614 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0304877 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0314406 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0314406 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0323343 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0325644 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.032298 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0496752 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0527582 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0526153 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0487495 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0301262 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.030363 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.030363 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0314755 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0359646 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0323642 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0487495 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0520289 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0487495 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0303701 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0303701 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0301262 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0326797 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0301262 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0487495 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.049111 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0494725 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0302789 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0304317 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0361416 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0307347 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0496752 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0515131 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0494725 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0304317 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0361416 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0307347 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0496752 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0515131 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0494725 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0301262 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.031781 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0487495 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0495664 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0545913 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0501519 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0330797 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0496752 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0548046 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0530272 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0487495 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0487495 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0504656 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0487495 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0487495 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0165144 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0165144 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0165144 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0165144 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0174434 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0262709 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0307347 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0302789 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0304317 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0301262 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0347516 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0309704 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0336731 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0307347 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0309704 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0302789 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0302789 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0304317 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0361416 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0307347 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0515131 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0494725 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0302446 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0314755 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0301262 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0323821 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0301262 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0322637 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0323642 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0301262 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0302446 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0302446 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0314755 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0335011 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0315825 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0504656 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0487495 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.0304317 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0301262 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0347516 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0309704 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0336731 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0307347 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0309704 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0302789 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0302789 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0304317 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0361416 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0307347 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0515131 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.0494725 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0301262 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0301262 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0304877 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0301262 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.031781 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0304877 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0310987 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0310987 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0301262 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0301262 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.031781 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0322831 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0495664 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0545913 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0501519 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0314718 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0302446 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.031016 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0305819 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0302446 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0305819 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0305819 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.030284 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0311344 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0305819 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0301262 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0487495 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0491836 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0487495 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0304877 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0319969 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0343171 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0304877 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0320147 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0320147 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.0323343 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0325644 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0327538 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0528371 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0527337 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0487495 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0314029 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0301262 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0301262 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0303701 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0303701 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0301262 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0326797 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0301262 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0301262 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.049111 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0494725 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0338614 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0304877 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0314406 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0314406 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0323343 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0325644 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.032298 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0527582 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0526153 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0487495 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0301262 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.030363 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.030363 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0314755 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0359646 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0323642 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0520289 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0487495 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0303701 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0303701 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0301262 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0326797 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0301262 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0301262 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.049111 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0494725 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0302789 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0304317 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0361416 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0307347 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0515131 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0494725 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0304317 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0361416 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0307347 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0302789 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0515131 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0487495 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0494725 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0301262 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.031781 # DEPENDENCYPART_SIBL
