# _root_ Gruča drugih , ki so stali naokoli s kozarci v rokah , je opazovala prizor .
#goldHeads=14,1,4,2,6,4,6,6,8,9,10,4,14,0,14,0,
#predictedHeads=4,4,4,0,6,4,4,4,4,4,4,4,14,4,4,0,
(10,6),(10,11),0.0527582 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0487495 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0526153 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0526153 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0527582 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0487495 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0307004 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0307004 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0487495 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0487495 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0489934 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0489934 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0487495 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0487495 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0302446 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0504656 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0487495 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0487495 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0487495 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0504656 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0487495 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0515131 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.049834 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0487495 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0487495 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0515131 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0494725 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0170819 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0165144 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0165144 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0165144 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0174434 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0165144 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0165144 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0165144 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0197836 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0165144 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0187778 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0271515 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0176461 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0262709 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0174434 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0313318 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0304317 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0301262 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0354746 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0343961 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0302051 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0307347 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0302789 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0311905 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.049834 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0487495 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0487495 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0531851 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0494725 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0304877 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0304877 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0328489 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0328489 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0305666 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0304877 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0307316 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0304877 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0504394 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0493549 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0493549 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0517498 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0500779 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0319776 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0327006 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0327006 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0324655 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0349818 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0329501 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0336324 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0509869 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0547973 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0545913 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0512384 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0501519 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0321948 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.031739 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0301262 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0305819 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0305819 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0310377 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0491836 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0491836 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0504214 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0487495 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0338044 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0315366 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0334768 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0327377 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0343883 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0494725 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0534567 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0534567 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.055955 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0494725 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0315366 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.033021 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0321636 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0334768 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0494725 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0533383 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0533383 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0558761 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0494725 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0307004 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0307004 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0311561 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0489934 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0489934 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0504214 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0487495 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0302446 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0315825 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0487495 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0487495 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0521375 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0487495 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0311905 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.049834 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0487495 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0487495 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0531851 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0494725 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0487495 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0487495 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0487495 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0521375 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0487495 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0165144 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0165144 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0165144 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0197836 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0165144 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0187778 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0271515 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0176461 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0262709 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0174434 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0315814 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0316537 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.030974 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0353626 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0342842 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0308161 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0325677 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0315009 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0330235 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0315009 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0517258 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0517258 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0562866 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0510636 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0307372 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.030363 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0314029 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0314029 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0302051 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0310427 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0309811 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0310427 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0309811 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0501347 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0501347 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0513132 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0494725 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.032196 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0319592 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0319592 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0324471 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0364909 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0341537 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0351415 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0341537 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0580155 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0578095 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0542127 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0519849 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0314718 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.031016 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0301262 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0314985 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0311929 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0319542 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0311929 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0510424 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0510424 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0511885 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0489863 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0334558 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0322725 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0354347 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0343901 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0363462 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0343901 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0573321 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0573321 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0574097 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0508143 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0322725 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0349789 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0338159 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0354347 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0338159 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0572137 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0572137 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0573307 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0508143 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0316169 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0313114 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0320726 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0313114 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0503786 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0503786 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0509517 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0487495 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0311611 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0328045 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0311611 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0510512 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0510512 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0538898 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.049666 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0330235 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0315009 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0517258 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0517258 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0562866 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0510636 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0311611 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0510512 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0510512 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0538898 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.049666 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0517258 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0517258 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0562866 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0510636 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0165144 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0187778 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0271515 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0176461 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0262709 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0180544 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0380645 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0353575 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0355078 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0560589 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0516751 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0367477 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0404028 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0387077 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0431374 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0387077 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0353575 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0572689 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0646514 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0594736 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0313643 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0318201 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0453123 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0430855 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.03306 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0356508 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0353551 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0374738 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0353551 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0313643 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0521689 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0564829 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0543736 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0313049 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0426051 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0403783 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0328749 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0381398 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.035686 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0386135 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.035686 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0308492 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0579602 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0568878 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0550025 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0458618 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0427235 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0332681 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0369283 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0361447 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0396629 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0361447 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0318882 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0509181 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0544366 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0512428 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0488113 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0391306 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0456069 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0433452 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.049253 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0433452 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.038426 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0714567 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0771959 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0667026 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0381007 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0436654 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0411669 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0464 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0411669 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.037396 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0690615 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0748796 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0645442 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.037976 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0371924 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0407106 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0371924 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0325412 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.050728 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0544366 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0512428 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0373593 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0419671 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0373593 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0349689 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0520474 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0592793 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0528061 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0431374 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0387077 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0353575 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0572689 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0646514 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0594736 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0382708 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0358804 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0520474 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0592793 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0528061 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0353575 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0572689 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0646514 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0594736 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0579602 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0568878 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0550025 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.022734 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0314241 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0216664 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0380645 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0353575 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0355078 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0560589 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0516751 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0367477 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0404028 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0387077 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0431374 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0387077 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0353575 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0615576 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0646514 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0594736 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0313643 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0318201 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0453123 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0430855 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.03306 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0356508 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0353551 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0374738 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0353551 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0313643 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.050223 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0564829 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0543736 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0313049 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0426051 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0403783 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0328749 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0381398 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.035686 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0386135 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.035686 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0308492 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0453239 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0568878 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0550025 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0458618 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0427235 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0332681 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0369283 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0361447 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0396629 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0361447 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0318882 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0479058 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0544366 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0512428 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0488113 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0391306 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0456069 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0433452 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.049253 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0433452 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.038426 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0545303 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0771959 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0667026 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0381007 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0436654 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0411669 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0464 # DEPENDENCYPART_SIBL
